case_id,event_count,unique_step_count,total_process_time_min,cycle_time_min,picking_ratio,packing_ratio,handoff_ratio,pick_pack_touch_gap,pick_pack_duration_gap,pick_pack_ratio_gap,packing_to_handoff_ratio_gap,flow_balance_index
ORD_0000312750,23,23,552.1333333333333,552.1333333333333,0.046818401352330355,0.05376116879980681,0.023967640666505675,0,3.8333333333333357,0.006942767447476454,0.029793528133301134,0.03673629558077759
ORD_0000434015,23,23,470.31666666666666,470.31666666666666,0.02484141890215812,0.0828519791629753,0.021510329919557748,0,27.283333333333335,0.05801056026081719,0.06134164924341756,0.11935220950423475
ORD_0003576909,23,23,606.6166666666667,606.6166666666667,0.026760447289611782,0.05703766793966536,0.033244498172926344,0,18.366666666666667,0.030277220650053577,0.023793169766739015,0.054070390416792596
ORD_0003662246,23,23,319.95,319.95,0.07756420274001147,0.12600927228212744,0.02583737042246184,0,15.500000000000004,0.04844506954211597,0.1001719018596656,0.14861697140178157
ORD_0004464291,23,23,516.9,516.9,0.04417359901979752,0.04655961823692527,0.05068678661249759,0,1.2333333333333343,0.0023860192171277494,0.004127168375572324,0.006513187592700073
ORD_0005053777,23,23,436.0833333333333,436.0833333333333,0.02186126504872922,0.07154595834129562,0.055150009554748705,0,21.666666666666664,0.049684693292566404,0.01639594878654692,0.06608064207911332
ORD_0005511584,23,23,560.5,560.5,0.021736544751709785,0.047308950341956583,0.01653285756764793,0,14.333333333333332,0.0255724055902468,0.030776092774308653,0.05634849836455545
ORD_0006530047,23,23,675.3333333333334,675.3333333333334,0.04809970384995064,0.022976307996051333,0.021298124383020728,0,16.96666666666667,0.025123395853899305,0.0016781836130306052,0.02680157946692991
ORD_0010627475,23,23,435.7333333333333,435.73333333333335,0.0578717870257038,0.054429314565483486,0.02321756425948593,0,1.5,0.0034424724602203152,0.031211750305997557,0.03465422276621787
ORD_0010926443,23,23,392.06666666666666,392.06666666666666,0.12927223261350113,0.10006801564359803,0.042424757694269684,0,11.450000000000003,0.029204216969903093,0.05764325794932835,0.08684747491923145
ORD_0011350592,23,23,454.5,454.5,0.025339200586725338,0.0711037770443711,0.03333333333333333,0,20.799999999999997,0.045764576457645756,0.037770443711037764,0.08353502016868353
ORD_0012953663,23,23,623.6666666666667,623.6666666666666,0.016595403527525386,0.043238909673971135,0.015152324959914481,0,16.616666666666667,0.02664350614644575,0.028086584714056652,0.0547300908605024
ORD_0013133868,23,23,688.2166666666667,688.2166666666667,0.031143293052091153,0.07517012568716247,0.03165185382510352,0,30.3,0.04402683263507132,0.04351827186205895,0.08754510449713027
ORD_0014148851,23,23,451.8,451.8,0.07455363730264129,0.06293345137966652,0.031134720377748264,0,5.2500000000000036,0.011620185922974771,0.031798731001918254,0.043418916924893025
ORD_0014275379,23,23,372.4166666666667,372.4166666666667,0.052808234504363394,0.06712911165808906,0.06448869993287089,0,5.333333333333332,0.014320877153725667,0.0026404117252181725,0.01696128887894384
ORD_0015231940,23,23,630.9666666666667,630.9666666666667,0.047995139732685294,0.02900311691056051,0.022452321834222622,0,11.983333333333334,0.018992022822124782,0.006550795076337889,0.02554281789846267
ORD_0015275263,23,23,463.9,463.9,0.02047855141194223,0.06430983689013436,0.028562190127182585,0,20.333333333333332,0.043831285478192136,0.03574764676295178,0.07957893224114392
ORD_0015850954,23,23,521.9666666666667,521.9666666666667,0.03997701002618302,0.06884219937416183,0.024937735487579025,0,15.06666666666667,0.028865189347978812,0.04390446388658281,0.07276965323456162
ORD_0016987134,23,23,648.4,648.4,0.040330043183220234,0.09433477277400783,0.043414558914250466,0,35.01666666666667,0.054004729590787594,0.05092021385975736,0.10492494345054496
ORD_0017772566,23,23,391.7,391.7,0.03629478342268743,0.14415794400476556,0.04071993872861884,0,42.25,0.10786316058207812,0.10343800527614672,0.21130116585822484
ORD_0018881361,23,23,531.8666666666667,531.8666666666667,0.026667084482326398,0.055183003258962145,0.04211581850087741,0,15.166666666666668,0.028515918776635747,0.013067184758084736,0.041583103534720486
ORD_0019124482,23,23,686.7333333333333,686.7333333333333,0.045092709445684886,0.0767886612950199,0.04227744879137947,0,21.766666666666666,0.03169595184933502,0.034511212503640434,0.06620716435297545
ORD_0020802216,23,23,311.05,311.05,0.05690403472110594,0.08273053635535552,0.03697154798263944,0,8.033333333333331,0.025826501634249578,0.045758988372716074,0.07158549000696565
ORD_0022070780,23,23,423.5,423.5,0.06946084218811492,0.09807162534435261,0.05509641873278238,0,12.116666666666664,0.02861078315623769,0.042975206611570234,0.07158598976780792
ORD_0022961984,23,23,385.65,385.65,0.05938026708155063,0.04438394053329876,0.08189636544362332,0,5.783333333333331,0.014996326548251865,0.037512424910324554,0.05250875145857642
ORD_0023300112,23,23,585.5500000000001,585.55,0.03685993225742179,0.06890957219707965,0.01696410781885976,0,18.766666666666662,0.032049639939657856,0.05194546437821988,0.08399510431787774
ORD_0023350638,23,23,570.6333333333333,570.6333333333333,0.03998481219697412,0.08981248904725743,0.021116887668672236,0,28.433333333333334,0.04982767685028331,0.06869560137858519,0.11852327822886849
ORD_0024079966,23,23,446.33333333333337,446.3333333333333,0.04802091112770724,0.09846900672143391,0.044025392083644505,0,22.51666666666667,0.05044809559372667,0.054443614637789406,0.10489171023151608
ORD_0025145155,23,23,433.3,433.3,0.10123855681206247,0.14531887068236019,0.0803138702977152,0,19.1,0.04408031387029772,0.06500500038464499,0.10908531425494271
ORD_0026934629,23,23,421.2,421.2,0.05709876543209876,0.09168249446027224,0.0329613801836024,0,14.56666666666667,0.03458372902817348,0.05872111427666984,0.09330484330484332
ORD_0027054089,23,23,513.4,513.4,0.04191014154005973,0.03629398779379302,0.046584859109206594,0,2.883333333333333,0.005616153746266714,0.010290871315413577,0.01590702506168029
ORD_0028654808,23,23,415.31666666666666,415.31666666666666,0.05991412175448453,0.10184999398049681,0.022994502187086163,0,17.416666666666664,0.04193587222601228,0.07885549179341064,0.12079136401942292
ORD_0029042359,23,23,417.65000000000003,417.65,0.04142224350532742,0.0419410191947005,0.04637056546550141,0,0.216666666666665,0.0005187756893730786,0.004429546270800909,0.0049483219601739875
ORD_0029188322,23,23,443.8,443.8,0.026738771218266486,0.13906414300736067,0.04709328526363226,0,49.85,0.11232537178909419,0.0919708577437284,0.2042962295328226
ORD_0029302274,23,23,421.5,421.5,0.0427837089758798,0.09940688018979833,0.029458283906682484,0,23.866666666666664,0.056623171213918536,0.06994859628311585,0.1265717674970344
ORD_0029801773,23,23,488.3333333333333,488.3333333333333,0.07440273037542662,0.04174061433447099,0.03559726962457338,0,15.949999999999996,0.03266211604095563,0.006143344709897608,0.03880546075085324
ORD_0030074053,23,23,497.3666666666667,497.3666666666667,0.026171168152268613,0.07157697205281148,0.02044098920983848,0,22.583333333333336,0.04540580390054287,0.051135982842973,0.09654178674351588
ORD_0031601088,23,23,465.0,465.0,0.03921146953405018,0.0821146953405018,0.01942652329749104,0,19.950000000000003,0.04290322580645162,0.06268817204301075,0.10559139784946237
ORD_0031939877,23,23,428.2166666666667,428.21666666666664,0.04098392558284357,0.12135601136496321,0.0300470945393687,0,34.41666666666667,0.08037208578211964,0.09130891682559451,0.17168100260771416
ORD_0032801084,23,23,664.35,664.35,0.022503198615187774,0.04736459195705075,0.0608865808685181,0,16.516666666666666,0.024861393341862974,0.013521988911467352,0.03838338225333032
ORD_0033102991,23,23,346.2,346.2,0.04982668977469671,0.06908338147506259,0.05107837473522049,0,6.666666666666668,0.019256691700365876,0.018005006739842094,0.03726169844020797
ORD_0033309900,23,23,581.3333333333333,581.3333333333334,0.038704128440366976,0.04254587155963303,0.022448394495412846,0,2.2333333333333343,0.003841743119266057,0.020097477064220187,0.023939220183486244
ORD_0033728910,23,23,408.5,408.5,0.07148102815177479,0.03549571603427173,0.02549979600163199,0,14.699999999999998,0.03598531211750306,0.009995920032639737,0.0459812321501428
ORD_0033843843,23,23,423.45,423.45,0.044042980281024914,0.06698941236667061,0.04856929192742158,0,9.716666666666669,0.022946432085645695,0.01842012043924903,0.041366552524894726
ORD_0035166345,23,23,423.09999999999997,423.1,0.06791144725439219,0.09824312613251399,0.030883163948633108,0,12.833333333333329,0.0303316788781218,0.06735996218388088,0.09769164106200268
