case_id,anomaly_score,is_train_anomaly
ORD_3412743514,0.7756521084573604,True
ORD_3310186211,0.7574652778224624,True
ORD_9165155166,0.7406702265933781,True
ORD_2227848321,0.7377480114113952,True
ORD_9334021908,0.7366866098064382,True
ORD_7215154833,0.731597103365317,True
ORD_6518036749,0.7298450741336063,True
ORD_3884984735,0.7119676580474548,True
ORD_5149353020,0.7103893105065893,True
ORD_9071470191,0.7030206331739759,True
ORD_9216700946,0.6966131459298791,True
ORD_5940051628,0.6961189857069093,True
ORD_0524073317,0.6920372391644667,True
ORD_7800461654,0.6890596949996659,True
ORD_6959848000,0.6835944959580558,True
ORD_5393112472,0.6760653713071645,True
ORD_1043713816,0.6711787290990575,True
ORD_8666032264,0.6691962326827653,True
ORD_0747523174,0.6682985319877017,True
ORD_1112237409,0.6659359205065176,True
ORD_1619805595,0.6642172920676548,True
ORD_1338289540,0.6610391895222418,True
ORD_0042501265,0.6576118989543673,True
ORD_3641906171,0.6550741994892038,True
ORD_0610317625,0.6514501968579007,True
ORD_1415954086,0.6513318712618533,True
ORD_6782174296,0.6472956594252668,True
ORD_7533320237,0.6454533261124122,True
ORD_2690446477,0.6446541834320143,True
ORD_9057126175,0.6393407045580761,True
ORD_6355536849,0.6391567755961749,True
ORD_7138313122,0.6355789876033188,True
ORD_2120351834,0.6344022946592782,True
ORD_5453256755,0.6323118089501091,True
ORD_3258053465,0.6312104879785353,True
ORD_3931747894,0.6295082041390617,True
ORD_3706785170,0.6284312146099369,True
ORD_4779462810,0.6258363153390306,True
ORD_5357367371,0.6253790617125032,True
ORD_1783856103,0.6235648327885196,True
ORD_2312921437,0.6221231665397995,True
ORD_0106740971,0.6204831237070982,True
ORD_2781415766,0.6204579783296003,True
ORD_4019880098,0.6201450474555192,True
ORD_3384455168,0.619822369829604,True
ORD_6328167083,0.6191719275535595,True
ORD_3309009142,0.619000913052182,True
ORD_9394823069,0.6174017823228662,True
ORD_1068916383,0.6173867905449395,True
ORD_1809403454,0.6165053948216511,True
ORD_5992723060,0.6163940233415169,True
ORD_3882576913,0.615390549136268,True
ORD_7202387156,0.6151913636996816,True
ORD_9935348065,0.6148620868302068,True
ORD_7716261301,0.6116611383065578,True
ORD_0120856346,0.6110514237267423,True
ORD_1786072311,0.6101600993042867,True
ORD_3120890373,0.6088544078165486,True
ORD_4395961709,0.6073931413766079,True
ORD_0725167822,0.6073626297856257,True
ORD_0123471130,0.6064857031426548,True
ORD_5630383572,0.6061059408532172,True
ORD_6499532487,0.6034122556984725,True
ORD_5840170108,0.6032936770510885,True
ORD_5622782132,0.6031859270352167,True
ORD_4294416707,0.6029344044544142,True
ORD_2921837172,0.6026251952246074,True
ORD_9788842701,0.6023063035536843,True
