case_id,total_process_time_min
ORD_9973000099,6210.116666666666
ORD_3429959931,5805.666666666666
ORD_4184062092,5657.083333333333
ORD_6003586467,5605.233333333334
ORD_5821176077,5460.0166666666655
ORD_6588539542,5454.966666666667
ORD_3534250077,5419.516666666667
ORD_6136765460,5112.7
ORD_1566160407,5045.950000000001
ORD_7510137831,5039.383333333333
ORD_2639386264,4964.550000000001
ORD_4024479908,4961.9
ORD_3424964033,4956.883333333333
ORD_3722280112,4930.250000000001
ORD_2112906291,4924.916666666667
ORD_0125932577,4885.700000000001
ORD_7566950089,4850.0
ORD_4239588266,4846.216666666667
ORD_2364944847,4794.866666666668
ORD_1378853394,4792.999999999999
ORD_1033487982,4766.983333333334
ORD_9730026919,4763.366666666666
ORD_1231040481,4760.416666666666
ORD_7358696977,4755.966666666666
ORD_1418397243,4726.716666666667
ORD_4451126376,4709.416666666668
ORD_3149017220,4701.35
ORD_8755510702,4690.766666666666
ORD_0563837508,4678.549999999999
ORD_0237888010,4669.633333333333
ORD_2524643052,4661.516666666666
ORD_6579634373,4648.5
ORD_8487786557,4607.35
ORD_5559280892,4597.733333333334
ORD_8676776692,4588.583333333333
ORD_4864225633,4585.500000000001
ORD_1486908208,4572.5
ORD_3632840225,4567.7666666666655
ORD_1021116486,4563.233333333334
ORD_2478045163,4554.016666666666
ORD_7288085004,4537.1
ORD_2702812447,4514.866666666667
ORD_7151944175,4512.166666666667
ORD_2351631819,4505.666666666667
ORD_0849035155,4501.366666666668
ORD_9523421628,4498.7
ORD_0477980443,4496.983333333333
ORD_4023565150,4481.2
ORD_0559256132,4479.15
ORD_4399774767,4478.716666666666
ORD_8773197441,4477.566666666666
ORD_6491875042,4474.1833333333325
ORD_8544984141,4469.816666666666
ORD_3290905217,4467.416666666667
ORD_5367722557,4450.449999999999
ORD_7629531484,4449.5
ORD_1202976557,4445.25
ORD_2683899352,4436.3166666666675
ORD_9293721262,4434.183333333333
ORD_8964664705,4424.183333333333
ORD_4631133974,4421.783333333333
ORD_2237629292,4418.150000000001
ORD_2060697347,4412.233333333334
ORD_0282993182,4401.799999999999
ORD_6254027892,4400.433333333333
ORD_9401846232,4396.766666666666
ORD_7681206493,4388.633333333332
ORD_4866482740,4387.283333333334
ORD_2056836448,4386.783333333333
ORD_3938750980,4375.466666666666
ORD_1083141806,4355.933333333333
ORD_7910004399,4353.833333333333
ORD_9102426405,4348.933333333333
ORD_2992481122,4348.133333333333
ORD_9813841498,4344.4333333333325
ORD_7776641399,4343.216666666666
ORD_4806503770,4335.4833333333345
ORD_2184274983,4330.566666666667
ORD_2256307830,4323.6
ORD_2388371340,4318.516666666667
ORD_6522008815,4318.116666666667
ORD_2539609314,4315.983333333334
ORD_8222456623,4301.566666666666
ORD_2042473378,4297.566666666666
ORD_1743948659,4291.583333333333
ORD_1009518306,4291.333333333334
ORD_1905443980,4283.35
ORD_2523666858,4268.666666666667
ORD_9895980487,4268.183333333333
ORD_1502135347,4266.949999999999
ORD_0931266223,4255.999999999999
ORD_1244195271,4252.2
ORD_0668156644,4239.066666666666
ORD_1128501586,4239.033333333333
ORD_1119210463,4237.416666666667
ORD_5875279780,4236.766666666666
ORD_7130121772,4225.05
ORD_3302469697,4220.933333333333
ORD_3703551405,4219.616666666667
ORD_7838474389,4217.533333333335
ORD_1319682550,4216.983333333334
ORD_1077561956,4216.266666666666
ORD_8444232809,4211.8
ORD_0386429168,4210.233333333334
ORD_4360867454,4202.133333333333
