case_id,cycle_time_min,delivery_attempt_count,hub_depot_touch_count,max_gap_to_next_min,linehaul_ratio,hub_depot_ratio,last_mile_ratio,flag_missing_delivery_end,flag_missing_linehaul,flag_many_delivery_attempts,flag_many_hub_touches,flag_large_inter_event_gap,issue_score
ORD_9022067085,2598.2,2,8,0.0,0.18167705847638108,0.7068162574089755,0.021566212506093963,0,0,0,1,1,2
ORD_4286167421,2457.85,2,8,0.0,0.7744980369021705,0.10907907317370873,0.01867485810769575,0,0,0,1,1,2
ORD_2250406550,2433.25,2,8,0.0,0.5311688756464261,0.31698345833761427,0.02289804445357718,0,0,0,1,1,2
ORD_3693412107,2388.0,2,8,0.0,0.5662758235622557,0.3269332774986041,0.019116415410385258,0,0,0,1,1,2
ORD_2104993010,2349.95,2,8,0.0,0.7331929048135776,0.15368412093874337,0.03146166230487174,0,0,0,1,1,2
ORD_9776718106,2331.366666666667,2,8,0.0,0.581432922034286,0.28050785662200994,0.029081654537395803,0,0,0,1,1,2
ORD_6222107784,2324.483333333333,2,8,0.0,0.5680258695480717,0.2901433293420043,0.029547784812395585,0,0,0,1,1,2
ORD_7211360200,2312.6833333333334,2,8,0.0,0.5557108985954267,0.33625442307276543,0.018103069306217166,0,0,0,1,1,2
ORD_8993801412,2294.983333333333,2,8,0.0,0.7523729293604166,0.13616656620600004,0.027509277482044167,0,0,0,1,1,2
ORD_8340835256,2292.9,2,8,0.0,0.6025775219154781,0.14443136057685318,0.15676654018927993,0,0,0,1,1,2
ORD_8470262818,2223.0,2,8,0.0,0.7246738641475484,0.12872244714349979,0.03382066276803119,0,0,0,1,1,2
ORD_1569992433,2116.8166666666666,2,8,0.0,0.5634325126565835,0.3034194427166579,0.02475415128061791,0,0,0,1,1,2
ORD_8502962503,2101.5333333333333,2,8,0.0,0.21556482568283475,0.6479792532436633,0.025298988040478382,0,0,0,1,1,2
ORD_3497372720,2097.35,2,8,0.0,0.5681057842833417,0.28191130076843,0.03480582639998093,0,0,0,1,1,2
ORD_2354863942,2073.8,2,8,0.0,0.5190069759218183,0.3372793904908863,0.03608512553444562,0,0,0,1,1,2
ORD_8550543254,2069.1666666666665,2,8,0.0,0.5021667337897704,0.31747885622231176,0.04032219089810713,0,0,0,1,1,2
ORD_6762191709,2026.4333333333334,2,8,0.0,0.5623673778231046,0.28859408155544225,0.0181846594180251,0,0,0,1,1,2
ORD_4041438898,2023.3666666666666,2,8,0.0,0.6921138037264625,0.13517075501227327,0.04715737796741404,0,0,0,1,1,2
ORD_1922505308,2002.4666666666667,2,8,0.0,0.5793687785065087,0.23714085960648534,0.04005892732296834,0,0,0,1,1,2
ORD_7148773292,2002.1666666666667,2,8,0.0,0.6123532839423959,0.19810205610588533,0.09046865895280115,0,0,0,1,1,2
ORD_5431600969,1999.8666666666666,2,8,0.0,0.6422844856323755,0.1658193879591973,0.024851656777118477,0,0,0,1,1,2
ORD_0646494462,1997.6,2,8,0.0,0.7635662795354424,0.07799359231077291,0.04512915498598318,0,0,0,1,1,2
ORD_1973702072,1965.55,2,8,0.0,0.602715100947148,0.2649470462042007,0.033705578591234006,0,0,0,1,1,2
ORD_1738938836,1958.55,2,8,0.0,0.6512896445499647,0.18617514657952736,0.028856381847114785,0,0,0,1,1,2
ORD_2907838588,1952.8666666666666,2,8,0.0,0.6530143720342744,0.2127556071416379,0.015379100809067011,0,0,0,1,1,2
ORD_5456162887,1928.2,2,8,0.0,0.5304342564740864,0.3127268955502541,0.02447014486740656,0,0,0,1,1,2
ORD_2491315848,1922.9166666666667,2,8,0.0,0.7175384615384616,0.1272632719393283,0.03504225352112676,0,0,0,1,1,2
ORD_4549916655,1904.55,2,8,0.0,0.6473445170775249,0.18034881380553586,0.0449450001312646,0,0,0,1,1,2
ORD_1430339858,1900.9666666666667,2,8,0.0,0.5984060741026495,0.23539778007680304,0.029239509723123322,0,0,0,1,1,2
ORD_6454795230,1898.6833333333334,2,8,0.0,0.4059743155344493,0.44564215552883135,0.044293852757612724,0,0,0,1,1,2
ORD_7050353383,1884.3833333333334,2,8,0.0,0.6295958890176273,0.20570832190902416,0.054960508742913236,0,0,0,1,1,2
ORD_7341825521,1873.4833333333333,2,8,0.0,0.6702666156624469,0.13688405732637068,0.034587977830956594,0,0,0,1,1,2
ORD_4754348957,1866.7833333333333,2,8,0.0,0.5056112564393296,0.26412634924602924,0.061103323899399146,0,0,0,1,1,2
ORD_6056214516,1863.9,2,8,0.0,0.27986122288391724,0.5422769461881002,0.060339431657635424,0,0,0,1,1,2
ORD_6109705760,1862.3166666666666,2,8,0.0,0.31896652019438154,0.5085601267238834,0.03770393506295922,0,0,0,1,1,2
ORD_4370256359,1851.3666666666666,2,8,0.0,0.30888892889937164,0.5265659602815939,0.04147386615293207,0,0,0,1,1,2
ORD_8537557485,1847.8666666666666,2,8,0.0,0.3687044519806624,0.45279240926473774,0.02308968901075114,0,0,0,1,1,2
ORD_1149258110,1846.55,2,8,0.0,0.29518110349931853,0.5686821369581111,0.02437879649436336,0,0,0,1,1,2
ORD_5662962768,1842.5833333333333,2,8,0.0,0.626131789606983,0.2055899778390846,0.04869069693817557,0,0,0,1,1,2
ORD_3938750980,1841.3333333333333,2,8,0.0,0.688387038377987,0.14248732802317163,0.027679217958001448,0,0,0,1,1,2
ORD_2736930717,1828.9166666666667,2,8,0.0,0.4818790723105663,0.35498245773909876,0.0318585683692532,0,0,0,1,1,2
ORD_9393495664,1817.15,2,8,0.0,0.6328866631813553,0.20284511460253693,0.05161929394931624,0,0,0,1,1,2
ORD_1405086440,1813.6166666666666,2,8,0.0,0.4935901559498975,0.3482911677403347,0.04276905262964426,0,0,0,1,1,2
ORD_6979489471,1805.3333333333333,2,8,0.0,0.5746768833087149,0.2527603397341211,0.0488367799113737,0,0,0,1,1,2
ORD_1911432526,1793.6,2,8,0.0,0.516335860838537,0.2620706958073149,0.06122695509961344,0,0,0,1,1,2
ORD_5537291915,1793.2,2,8,0.0,0.68032939251989,0.12863409918953084,0.029565395196668898,0,0,0,1,1,2
ORD_9492378933,1791.9333333333334,2,8,0.0,0.6957197068343316,0.1221771643290301,0.05402916775177648,0,0,0,1,1,2
ORD_4399230326,1787.9,2,8,0.0,0.4845349292466022,0.3240020881108191,0.02368700710330555,0,0,0,1,1,2
ORD_8799793876,1786.7,2,8,0.0,0.7198653010205034,0.13603290983377175,0.03671573291543068,0,0,0,1,1,2
ORD_0593165551,1780.1833333333334,2,8,0.0,0.3288612596080928,0.48779620076583874,0.037954892286375,0,0,0,1,1,2
ORD_0504523467,1770.7833333333333,2,8,0.0,0.6319425489660885,0.2072717347313336,0.031803250915319964,0,0,0,1,1,2
ORD_3545930939,1768.8666666666666,2,8,0.0,0.5831134813251423,0.08988806392040101,0.17294501187200848,0,0,0,1,1,2
ORD_6537056941,1763.75,2,8,0.0,0.6765036617056461,0.12793763288447907,0.041294590125206705,0,0,0,1,1,2
ORD_6897854477,1762.7666666666667,2,8,0.0,0.795681031711514,0.07516593234120605,0.01821946561276781,0,0,0,1,1,2
ORD_3050576017,1757.5833333333333,2,8,0.0,0.5142762315679674,0.32143568346688167,0.023630932625290407,0,0,0,1,1,2
ORD_8047870400,1756.4333333333334,2,8,0.0,0.5148406809253602,0.3374072457442165,0.03319226462718008,0,0,0,1,1,2
ORD_8633520336,1751.9166666666667,2,8,0.0,0.3112971507396661,0.5147124577843314,0.03764448461209152,0,0,0,1,1,2
ORD_3725431063,1747.1,2,8,0.0,0.6521282887833172,0.17737965771850495,0.04154503653673708,0,0,0,1,1,2
ORD_1495920145,1744.2666666666667,2,8,0.0,0.538363782296285,0.30842952147989605,0.02097347500382205,0,0,0,1,1,2
ORD_7379066979,1744.0,2,8,0.0,0.4881307339449541,0.35232224770642206,0.027140672782874613,0,0,0,1,1,2
ORD_1391832607,1743.3833333333334,2,8,0.0,0.32916837949198396,0.4947372446296951,0.023536609848665905,0,0,0,1,1,2
ORD_8029068527,1742.9166666666667,2,8,0.0,0.6037676308869233,0.25175233086301696,0.014984460913220178,0,0,0,1,1,2
ORD_2489557637,1740.2666666666667,2,8,0.0,0.6289744866687098,0.17587342935948508,0.04260841250383083,0,0,0,1,1,2
ORD_1338289540,1739.45,2,8,0.0,0.6204643230139795,0.1945825787844817,0.05186505312982073,0,0,0,1,1,2
ORD_9775802727,1739.0333333333333,2,8,0.0,0.5344444231469591,0.2745874144639742,0.04583964271338483,0,0,0,1,1,2
ORD_7149157121,1738.25,2,8,0.0,0.5045208303370248,0.316880003835275,0.03328059830289083,0,0,0,1,1,2
ORD_1438456723,1736.6166666666666,2,8,0.0,0.44365000911734503,0.39178671170955015,0.030701459734925187,0,0,0,1,1,2
ORD_1482798824,1730.85,2,8,0.0,0.33268817825538516,0.5175491810382182,0.02389962542488758,0,0,0,1,1,2
ORD_4908212016,1727.25,2,8,0.0,0.4825203840401409,0.31524099001302647,0.04941380807642205,0,0,0,1,1,2
ORD_1194452506,1727.1,2,8,0.0,0.4395518499218344,0.3557408372416188,0.0606797521857449,0,0,0,1,1,2
ORD_3758532711,1722.6666666666667,2,8,0.0,0.5961010061919505,0.23916408668730654,0.039831656346749233,0,0,0,1,1,2
ORD_6750333451,1717.8666666666666,2,8,0.0,0.3107439459795095,0.5293678205526233,0.04746196833281589,0,0,0,1,1,2
ORD_9202796415,1716.7333333333333,2,8,0.0,0.7166517805133781,0.13201429070715698,0.02798920430274552,0,0,0,1,1,2
ORD_9261097334,1705.0833333333333,2,8,0.0,0.3646644836518254,0.45843311666096476,0.06327158985386833,0,0,0,1,1,2
ORD_3884284168,1701.9666666666667,2,8,0.0,0.6871462425821109,0.1429914412738205,0.025333437787657415,0,0,0,1,1,2
ORD_7186629653,1698.2833333333333,2,8,0.0,0.5968968664435655,0.25729903726311865,0.02573186649263472,0,0,0,1,1,2
ORD_2472329230,1691.6166666666666,2,8,0.0,0.3732130013694986,0.47569878912677216,0.03213888095214636,0,0,0,1,1,2
ORD_2493407199,1691.55,2,8,0.0,0.2930842521159095,0.5247455489541151,0.031962795463726566,0,0,0,1,1,2
ORD_8397641323,1691.5,2,8,0.0,0.22906690314316683,0.5963444674352153,0.041994285151246424,0,0,0,1,1,2
ORD_0790927363,1690.0166666666667,2,8,0.0,0.5677951893965543,0.26165422431731444,0.023490892594747587,0,0,0,1,1,2
ORD_3304330623,1685.8,2,8,0.0,0.5371040455570055,0.2522936686835132,0.050174002451852724,0,0,0,1,1,2
ORD_2854220202,1685.75,2,8,0.0,0.6881902219585744,0.13254238963863763,0.03075782292748035,0,0,0,1,1,2
ORD_2062179658,1683.2,2,8,0.0,0.531616365652725,0.3112523764258555,0.049904942965779464,0,0,0,1,1,2
ORD_4694449066,1675.2833333333333,2,8,0.0,0.5922082831759802,0.23902424465513294,0.043355850254185854,0,0,0,1,1,2
ORD_9177071999,1672.9833333333333,2,8,0.0,0.5271321690791899,0.2599647336594308,0.03943055818448082,0,0,0,1,1,2
ORD_1228975224,1672.7,2,8,0.0,0.6178035511448556,0.17412965066459415,0.028825651142862837,0,0,0,1,1,2
ORD_1497001015,1671.7833333333333,2,8,0.0,0.5619847069496645,0.21192937681318358,0.07849900804530094,0,0,0,1,1,2
ORD_2208927789,1669.7333333333333,2,8,0.0,0.669647847959754,0.15089235806116746,0.05886169448215284,0,0,0,1,1,2
ORD_0004464291,1666.1166666666666,2,8,0.0,0.6026788840317305,0.22566446927486072,0.05431792491522203,0,0,0,1,1,2
ORD_4398145908,1663.4666666666667,2,8,0.0,0.5258897082398204,0.29910428021801866,0.02256332157742866,0,0,0,1,1,2
ORD_1661709499,1660.7833333333333,2,8,0.0,0.5220227402731643,0.27872389535058756,0.06429696829809227,0,0,0,1,1,2
ORD_5190232293,1660.6666666666667,2,8,0.0,0.718054997992774,0.11225411481332798,0.035678442392613405,0,0,0,1,1,2
ORD_4622952163,1659.95,2,8,0.0,0.6758838117613984,0.10844704157755758,0.06483127001817324,0,0,0,1,1,2
