case_id,total_process_time_min
ORD_9022067085,2598.2
ORD_4286167421,2457.8499999999995
ORD_2250406550,2433.25
ORD_3693412107,2388.0
ORD_2104993010,2349.9499999999994
ORD_9776718106,2331.366666666667
ORD_6222107784,2324.483333333334
ORD_7211360200,2312.6833333333334
ORD_8993801412,2294.9833333333327
ORD_8340835256,2292.8999999999996
ORD_8470262818,2223.0000000000005
ORD_1569992433,2116.8166666666666
ORD_8502962503,2101.5333333333338
ORD_3497372720,2097.35
ORD_2354863942,2073.8
ORD_8550543254,2069.166666666667
ORD_6762191709,2026.4333333333336
ORD_4041438898,2023.366666666667
ORD_1922505308,2002.4666666666667
ORD_7148773292,2002.1666666666667
ORD_5431600969,1999.8666666666666
ORD_0646494462,1997.5999999999997
ORD_1973702072,1965.5500000000004
ORD_1738938836,1958.55
ORD_2907838588,1952.8666666666666
ORD_5456162887,1928.2000000000003
ORD_2491315848,1922.9166666666667
ORD_4549916655,1904.5500000000004
ORD_1430339858,1900.9666666666662
ORD_6454795230,1898.6833333333334
ORD_7050353383,1884.3833333333334
ORD_7341825521,1873.4833333333336
ORD_4754348957,1866.783333333333
ORD_6056214516,1863.9
ORD_6109705760,1862.316666666667
ORD_4370256359,1851.3666666666666
ORD_8537557485,1847.866666666666
ORD_1149258110,1846.5500000000002
ORD_5662962768,1842.5833333333333
ORD_3938750980,1841.3333333333335
ORD_2736930717,1828.9166666666667
ORD_9393495664,1817.1499999999999
ORD_1405086440,1813.6166666666672
ORD_6979489471,1805.3333333333328
ORD_1911432526,1793.5999999999997
ORD_5537291915,1793.2
ORD_9492378933,1791.9333333333334
ORD_4399230326,1787.8999999999996
ORD_8799793876,1786.6999999999998
ORD_0593165551,1780.1833333333334
ORD_0504523467,1770.7833333333328
ORD_3545930939,1768.8666666666668
ORD_6537056941,1763.75
ORD_6897854477,1762.7666666666667
ORD_3050576017,1757.5833333333333
ORD_8047870400,1756.4333333333334
ORD_8633520336,1751.9166666666665
ORD_3725431063,1747.1000000000004
ORD_1495920145,1744.2666666666667
ORD_7379066979,1744.0
ORD_1391832607,1743.3833333333334
ORD_8029068527,1742.9166666666665
ORD_2489557637,1740.2666666666669
ORD_1338289540,1739.45
ORD_9775802727,1739.0333333333338
ORD_7149157121,1738.2499999999998
ORD_1438456723,1736.6166666666663
ORD_1482798824,1730.85
ORD_4908212016,1727.2499999999998
ORD_1194452506,1727.1000000000001
ORD_3758532711,1722.6666666666665
ORD_6750333451,1717.866666666667
ORD_9202796415,1716.7333333333336
ORD_9261097334,1705.0833333333335
ORD_3884284168,1701.9666666666665
ORD_7186629653,1698.2833333333333
ORD_2472329230,1691.6166666666666
ORD_2493407199,1691.55
ORD_8397641323,1691.5000000000002
ORD_0790927363,1690.0166666666669
ORD_3304330623,1685.7999999999997
ORD_2854220202,1685.7500000000002
ORD_2062179658,1683.2
ORD_4694449066,1675.2833333333333
ORD_9177071999,1672.9833333333336
ORD_1228975224,1672.7
ORD_1497001015,1671.7833333333333
ORD_2208927789,1669.7333333333333
ORD_0004464291,1666.1166666666663
ORD_4398145908,1663.4666666666665
ORD_1661709499,1660.7833333333335
ORD_5190232293,1660.6666666666665
ORD_4622952163,1659.9499999999998
ORD_3401320717,1659.7666666666664
ORD_5880717027,1654.416666666667
ORD_8618895662,1654.1166666666666
ORD_5824644603,1653.5666666666668
ORD_2266508741,1653.4333333333334
ORD_7067882894,1651.2499999999998
ORD_2049491307,1650.5666666666668
ORD_0664978407,1650.4833333333333
ORD_5929495650,1649.6000000000004
ORD_3893864683,1647.9666666666665
ORD_4139955364,1646.6499999999999
ORD_2663496980,1646.2333333333336
ORD_8295170355,1640.3666666666668
ORD_4462049333,1636.9166666666667
ORD_9873238043,1634.6499999999999
ORD_3245376579,1633.166666666667
ORD_1279124951,1632.9333333333332
ORD_5489718326,1631.4499999999998
ORD_2791597272,1626.2
ORD_5607974429,1625.3500000000001
ORD_5152796442,1625.0000000000005
ORD_5306603243,1624.7833333333335
ORD_4805709054,1622.8166666666668
ORD_4090464252,1619.4666666666667
ORD_3614058597,1619.1499999999999
ORD_7303033940,1616.5166666666664
ORD_4239043830,1613.716666666667
ORD_6686546258,1612.283333333333
ORD_7398928367,1611.6666666666667
ORD_3515581157,1611.4500000000005
ORD_0057192957,1609.3500000000001
ORD_5658338246,1607.35
ORD_7582892597,1605.0166666666667
ORD_0704913735,1604.5000000000002
ORD_0465372035,1600.6333333333332
ORD_4139192543,1598.3500000000001
ORD_8958836194,1596.9333333333332
ORD_9671671487,1593.8833333333334
